,id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
35557,49303,0.332,13885,222120,0,0,0,99.08,16,B,Urban,1
35558,77327,0.101,16436,145280,0,0,0,99.88,9,A,Rural,1
35559,22657,0.029,22642,292040,0,0,0,99.54,13,B,Urban,1
35560,70322,0.061,22635,200050,0,0,0,98.88,9,D,Urban,0
35561,105631,0.196,16439,111120,0,0,0,98.48,10,C,Urban,1
35562,22988,0.233,22636,195040,0,0,0,98.36,19,A,Urban,0
35563,107657,0.015,16071,135120,0,0,0,98.94,18,B,Urban,1
35564,44812,0.406,18255,150560,2,0,0,97.72,10,A,Rural,1
35565,5616,0.904,11325,36040,0,0,0,98.94,6,A,Rural,0
35566,4330,0.516,23000,1332000,0,0,0,98.91,21,A,Urban,1
35567,75826,0.202,16437,262630,0,0,0,98.95,17,C,Urban,1
35568,12689,0.054,13149,33100,1,0,0,99.03,5,A,Urban,1
35569,85351,0.054,22635,251700,1,0,0,99.26,18,A,Urban,1
35570,2973,0.025,23010,160180,0,0,0,99.88,8,A,Rural,1
35571,9012,0,13512,156130,0,0,0,99.06,8,D,Urban,1
35572,101856,0,19360,172550,0,0,0,99.02,9,C,Urban,1
35573,95081,0.622,10593,149510,0,0,0,99.59,7,A,Urban,1
35574,77942,0.564,25922,109560,0,0,0,98.06,9,A,Rural,1
35575,27036,0,27018,86320,0,1,0,,7,A,Urban,1
35576,12227,0,13877,75040,0,0,0,99.63,10,A,Urban,1
35577,46331,1,15336,90030,0,0,0,99.71,3,B,Rural,1
35578,93501,0.902,17170,99290,1,0,0,98.68,8,D,Urban,1
35579,29007,0.106,13513,118980,0,0,0,98.7,13,B,Urban,1
35580,80486,0.152,21183,271060,0,0,0,98.76,27,B,Urban,1
35581,100900,0.032,17533,198110,0,0,0,99.35,11,A,Rural,1
35582,6768,0.079,15708,150110,0,0,0,99.37,12,C,Urban,1
35583,37731,0.253,15704,160110,0,0,0,99.83,3,A,Rural,1
35584,109607,0.245,19350,109630,1,0,0,98.43,8,B,Urban,1
35585,108883,0.068,27389,62630,0,0,0,99.71,13,A,Rural,1
35586,7133,0.016,24830,150100,0,0,0,99.64,10,A,Rural,1
35587,7387,0.003,23003,145550,0,0,0,99.46,7,A,Rural,1
35588,105609,0.042,10964,133840,0,0,0,99.17,5,A,Rural,1
35589,56559,0.007,21910,242240,1,0,0,99.04,18,C,Rural,1
35590,24466,0.452,12790,105100,0,0,0,99.57,5,A,Rural,1
35591,83037,0.984,17896,130020,0,0,0,98.44,10,B,Rural,1
35592,10759,0,20088,154260,0,0,0,99.39,8,B,Rural,1
35593,29491,0.037,22636,272520,0,0,0,99.76,12,B,Urban,1
35594,53419,0.016,15707,135150,0,0,0,99.17,16,A,Urban,1
35595,51724,0.652,10959,277580,0,0,0,99.37,11,A,Urban,1
35596,56254,0.021,24825,360090,0,0,0,99.75,11,A,Urban,1
35597,11140,0.062,12787,264980,0,0,0,99.59,5,A,Urban,1
35598,72830,0.037,17533,165050,0,0,0,99.44,5,A,Urban,1
35599,99364,0.257,19350,168030,0,0,0,99.62,10,A,Rural,1
35600,3008,0.64,17533,263190,1,0,0,99.02,11,A,Rural,1
35601,86004,0.06,12058,329300,0,0,0,99.49,6,C,Urban,1
35602,93362,0.078,25556,142910,0,0,0,99.55,11,A,Rural,1
35603,84790,0.187,23736,162560,0,0,0,99.41,7,A,Rural,1
35604,104250,0.039,23371,123280,0,0,0,99.44,8,A,Urban,1
35605,31983,0,22639,420150,0,0,0,99.65,7,A,Urban,1
35606,20356,0.072,23003,199580,0,0,0,98.84,22,B,Urban,0
35607,64290,0.774,23365,88830,0,0,0,99.23,6,A,Urban,1
35608,45043,0.081,12424,162540,0,0,0,98.37,11,C,Urban,1
35609,8661,0.806,18627,151260,0,0,0,99.07,17,E,Urban,1
35610,34324,0.958,17528,281760,2,0,0,,20,C,Urban,1
35611,52497,0.209,17530,125070,0,0,0,99.02,5,C,Rural,1
35612,5393,0.182,26295,99080,0,0,0,98.12,26,A,Urban,1
35613,99228,0.54,10961,156090,0,0,2,99.57,10,E,Rural,0
35614,11492,0.552,17161,216040,1,0,0,98.85,13,C,Urban,1
35615,70273,0.113,15709,150070,0,0,0,98.69,6,C,Rural,1
35616,100940,1,19715,165090,0,0,0,99.88,4,A,Urban,1
35617,106077,0.667,18622,158260,0,0,0,99.66,7,A,Urban,1
35618,16379,0.006,25197,309040,1,0,0,98.79,10,B,Urban,1
35619,86830,0.464,10965,180040,0,0,0,99.47,9,B,Urban,1
35620,59499,0.065,12421,54130,0,0,0,99.51,7,A,Urban,1
35621,26733,0.429,21181,423050,0,0,0,99.46,10,A,Urban,1
35622,104036,0.692,21178,335090,1,0,1,98.45,22,A,Rural,1
35623,102912,0.526,24467,205110,0,0,0,99.24,12,A,Urban,1
35624,22907,0.972,24096,156040,0,0,0,98.36,11,A,Urban,1
35625,75428,0.044,17898,154980,0,0,0,98.82,14,A,Urban,1
35626,33541,0.718,17535,230300,0,0,0,99.63,8,A,Urban,1
35627,61966,0.519,22272,109020,0,0,0,97.61,11,A,Rural,1
35628,36322,0.983,10232,90090,4,1,0,99.33,9,B,Urban,1
35629,112327,0.042,20449,240120,0,0,0,99.13,20,C,Urban,1
35630,108595,0.259,22641,125010,0,0,0,99.29,14,A,Urban,1
35631,48271,0.684,19718,130100,0,10,0,96.88,13,A,Rural,1
35632,91240,0,8041,28000,0,0,0,,4,A,Rural,1
35633,67340,0.903,23375,69060,0,0,0,98.91,6,A,Urban,1
35634,103046,0.042,22639,60120,0,0,0,98.58,10,A,Urban,1
35635,79107,0.026,28481,315100,0,0,0,99.89,6,A,Urban,1
35636,1388,0.127,25922,478770,0,0,0,99.27,24,A,Urban,1
35637,64934,0.106,23731,144130,0,0,0,99.76,10,A,Rural,1
35638,72633,0,11327,78090,2,3,0,99.13,5,A,Rural,0
35639,3946,0.338,22641,84030,0,0,0,99.33,13,A,Rural,1
35640,67224,0.382,24097,96130,0,0,0,98.91,9,A,Rural,1
35641,30873,0.019,20819,99510,0,0,0,97.91,10,A,Urban,1
35642,35666,0.036,18985,212570,0,0,0,99.8,4,A,Urban,1
35643,98175,0.445,23372,1605090,0,0,0,99.34,25,A,Rural,1
35644,96247,0.5,14607,951320,0,0,0,99.74,8,C,Rural,1
35645,89218,0.252,18262,758500,0,0,0,98.96,26,A,Urban,1
35646,35240,0.015,10958,95590,0,0,0,98.8,8,A,Rural,1
35647,51943,0,19356,210030,0,0,0,99.53,17,B,Rural,1
35648,81912,0.039,21182,1331600,0,0,0,99.62,12,B,Urban,1
35649,57938,0.893,12060,249140,4,2,1,99.44,9,A,Rural,0
35650,16954,0.01,21911,180060,0,0,0,98.6,9,A,Rural,1
35651,6618,0.067,20088,287460,0,0,0,99.84,8,A,Rural,1
35652,29662,0.119,17525,233730,0,0,0,98.65,7,E,Urban,1
35653,96944,0.151,23001,294120,0,0,0,99.37,9,B,Urban,1
35654,110480,0,11690,98380,0,0,0,97.78,10,A,Urban,1
35655,60841,0.028,23368,180040,0,0,0,99.64,6,A,Urban,1
35656,52389,0.361,10234,175610,0,1,0,98.67,14,A,Urban,1
35657,45976,0.782,15705,142620,0,0,0,98.84,7,C,Urban,1
35658,83984,0.257,12422,53360,2,0,0,98.36,8,D,Urban,1
35659,5933,0.621,18262,142560,2,0,3,98.27,10,A,Urban,0
35660,58329,0.674,11691,183800,1,0,1,99.57,8,C,Rural,1
35661,64226,0.069,23010,186150,0,0,0,99.16,21,B,Urban,1
35662,106340,0.296,15705,300080,0,0,0,98.92,8,D,Rural,1
35663,53803,0.44,22276,126110,0,1,1,99,6,B,Rural,1
35664,82403,0.527,18626,141050,0,0,0,98.24,17,A,Rural,1
35665,84673,0.101,27746,210030,0,0,0,99.82,4,A,Urban,1
35666,31279,1,21185,120120,2,0,2,98.4,6,B,Urban,1
35667,28535,0.203,16073,132070,0,0,0,99.29,6,A,Urban,1
35668,46612,0.004,21905,150110,1,0,0,99.66,7,A,Urban,1
35669,18096,0.869,14611,144120,1,0,0,98.78,8,C,Urban,0
35670,14802,0.004,18256,162580,0,0,0,,10,A,Rural,1
35671,96365,0.262,24102,165050,0,0,0,99.5,11,A,Urban,1
35672,26264,0.876,16795,174090,1,0,0,97.91,16,A,Urban,1
35673,43329,0.084,17531,120150,0,0,0,99.61,6,B,Urban,1
35674,7795,0.857,14250,109210,0,0,0,99.57,10,A,Urban,1
35675,63479,0.308,20445,137880,0,0,0,98.8,11,A,Rural,1
35676,21695,0,22278,113800,0,0,0,99.42,9,A,Rural,1
35677,10424,0,10232,156150,0,0,0,99.71,7,A,Rural,1
35678,34760,1,25193,58090,0,0,0,99.55,4,A,Rural,1
35679,47187,0.08,11695,219090,0,0,0,99.76,5,D,Rural,1
35680,12817,0.393,24462,120050,0,0,0,99.09,8,A,Rural,1
35681,81617,0.082,23735,150130,0,0,0,99.85,4,A,Urban,1
35682,59659,0.417,16795,75080,0,0,0,92.03,18,A,Rural,1
35683,47503,0.022,18992,230840,0,0,0,99.78,14,A,Urban,1
35684,46077,0.139,17527,330100,0,0,0,99.06,9,C,Urban,1
35685,77773,0.126,20813,100570,1,0,0,98.82,14,D,Urban,1
35686,104261,0.062,17527,312510,1,0,0,99.03,25,C,Urban,0
35687,96012,0.01,27386,108050,0,0,0,99.41,8,A,Rural,1
35688,38556,0.422,18625,52900,0,0,0,98.91,12,C,Rural,1
35689,73822,0.849,18627,502920,1,0,0,99.25,21,B,Urban,1
35690,80386,0.026,14975,510120,0,0,0,99.37,11,A,Urban,1
35691,18489,0.729,20446,272020,0,0,0,98.86,15,B,Urban,0
35692,81888,0.89,16068,200190,0,0,0,99.14,9,C,Urban,1
35693,27679,0.694,18256,268340,1,0,0,98.99,18,A,Rural,1
35694,8427,0.314,14971,120070,1,0,0,99.38,13,A,Rural,1
35695,107132,0.533,20814,144830,0,0,0,98.64,8,B,Urban,1
35696,59922,0.101,20817,375110,0,0,0,98.37,22,A,Rural,1
35697,64076,0.531,20819,1200140,0,0,0,98.95,20,C,Urban,1
35698,64617,0.218,21185,207840,0,0,0,98.68,25,A,Urban,1
35699,87938,0.556,16071,165100,0,0,0,98.9,10,C,Urban,1
35700,59490,0.784,20447,235030,1,0,0,98.85,11,A,Rural,1
35701,23991,0.038,25193,315040,0,0,0,99.46,17,A,Rural,1
35702,66573,0.183,24461,298830,0,0,0,99.37,16,B,Rural,1
35703,109635,0.554,10959,75090,0,0,0,99.03,11,A,Urban,0
35704,66930,0.152,28118,60070,0,0,0,99.46,5,A,Rural,1
35705,3875,1,20819,162140,1,1,1,99.21,6,A,Rural,1
35706,3293,0.167,13514,132130,0,0,0,98.65,16,A,Urban,1
35707,46599,0,27024,126140,0,0,0,,6,A,Urban,1
35708,95932,0.389,22280,75100,0,0,0,98.29,8,B,Urban,1
35709,90696,0.707,15707,92550,0,0,0,98.19,10,A,Urban,1
35710,39710,0.077,8406,75060,0,0,0,99.7,6,A,Rural,1
35711,24600,0.003,15700,212600,0,0,0,98.4,10,A,Urban,1
35712,80273,0.051,28111,105040,0,0,0,99.61,7,A,Urban,1
35713,6602,0.883,18622,103970,4,0,0,98.07,18,B,Urban,1
35714,63052,1,9866,39140,0,0,0,99.69,3,A,Urban,1
35715,37018,0.002,13511,105080,0,0,0,98.71,7,B,Urban,1
35716,83726,0.09,25190,162700,0,0,0,98.77,23,A,Urban,1
35717,104548,0.199,14242,300150,0,0,0,98.79,6,B,Rural,1
35718,94155,0.343,18990,450080,1,0,0,99.2,17,B,Urban,1
35719,19266,0.436,15700,173130,0,0,0,99.08,7,A,Rural,1
35720,65472,1,21912,156760,1,0,0,99.14,4,C,Urban,0
35721,82833,0.017,18262,200050,0,0,0,98.64,6,C,Urban,1
35722,53035,0.681,17165,225050,0,0,0,97.63,18,B,Urban,0
35723,104986,0.147,12417,64160,0,0,0,97.31,7,A,Rural,1
35724,81637,0.002,22277,120110,0,0,0,98.98,13,A,Urban,1
35725,18932,0.302,9136,147330,0,0,0,99.14,13,D,Urban,1
35726,31429,0.08,23735,120060,0,0,0,99.4,13,C,Urban,1
35727,46812,0.081,9870,210140,0,0,0,99.72,5,A,Rural,1
35728,113081,0.002,22276,347610,0,0,0,98.87,14,C,Rural,1
35729,95327,0.933,14973,168360,0,0,0,98.72,15,A,Rural,1
35730,81866,0.072,22639,254080,1,0,0,99.22,15,A,Urban,1
35731,17469,0.406,13148,43280,0,0,0,98.3,7,A,Urban,1
35732,5235,0.648,13885,120060,0,0,0,98.83,8,C,Rural,1
35733,5816,0.026,22274,1990040,0,0,0,99.74,9,D,Urban,1
35734,48683,0.852,19721,109560,0,0,1,99.21,19,A,Rural,1
35735,22856,0.134,25558,219110,0,0,0,98.85,22,A,Urban,1
35736,19663,0.006,29571,690140,0,0,0,,6,A,Urban,1
35737,16996,0.364,15700,240060,0,0,0,98.79,11,B,Rural,1
35738,82897,0.657,15343,96050,0,0,0,99.84,4,A,Urban,1
35739,108052,0.009,13517,69030,0,0,0,99.89,8,A,Rural,1
35740,49485,0.443,22640,175370,0,0,0,97.31,28,C,Rural,1
35741,107683,0,15708,54070,0,0,0,99.72,6,C,Rural,1
35742,43380,0.057,17534,103800,0,0,0,99.25,22,A,Rural,1
35743,73855,0,28846,134030,0,0,0,99.7,10,A,Urban,1
35744,38439,0.02,19723,462280,0,0,0,99.08,12,B,Rural,1
35745,26012,0.522,20815,125050,0,0,0,99.38,9,A,Urban,1
35746,110700,0.167,18629,365540,2,0,0,98.26,17,A,Urban,1
35747,109388,0.046,25197,286020,0,0,0,99.39,16,B,Urban,1
35748,75506,0.003,17890,146710,0,0,0,99.12,19,B,Urban,1
35749,27949,0.437,19724,437620,0,0,0,99.04,8,A,Rural,1
35750,82360,0.212,13151,170120,0,0,0,98.67,10,C,Urban,1
35751,74890,0.284,20086,130140,0,0,0,96.4,16,C,Rural,1
35752,50405,0.008,18628,93800,0,0,0,98.14,10,C,Rural,1
35753,60166,0.22,19359,173230,0,0,0,98.76,13,B,Rural,1
35754,83118,0,27749,30060,0,0,0,99.52,6,A,Rural,1
35755,66956,0.012,18994,150060,0,0,0,97.7,15,A,Rural,1
35756,66639,0.098,10231,150100,0,0,0,99.64,12,A,Urban,1
35757,15580,0.69,18623,120720,0,0,0,98.51,8,A,Urban,1
35758,3861,0,16797,162630,0,0,0,96.6,9,B,Urban,1
35759,10694,0.529,20817,506070,0,0,0,99.45,11,B,Rural,1
35760,47236,0.008,28478,315030,0,0,0,,14,A,Rural,1
35761,19826,0.104,24096,390070,0,0,0,99.86,8,A,Rural,1
35762,82896,0.195,18990,228560,0,0,0,98.92,15,A,Rural,1
35763,109179,0.385,15700,121080,0,0,0,98.64,9,B,Rural,1
35764,49641,0.776,21546,189360,0,0,0,98.57,14,D,Rural,1
35765,100349,0.252,17525,165140,0,0,0,99.13,8,A,Urban,1
35766,92409,0.06,18628,211020,0,0,0,99.16,15,A,Rural,1
35767,49316,0,10958,171520,0,0,0,,6,A,Urban,1
35768,5325,0.241,22271,87530,0,0,0,97.05,13,A,Rural,1
35769,14826,0.027,21185,696140,0,0,0,99.21,12,B,Urban,1
35770,103338,1,13150,282610,0,0,0,98.81,11,D,Rural,1
35771,64176,0.169,18265,236440,0,0,1,98.66,11,A,Urban,1
35772,79291,0.113,23369,167130,0,0,0,98.75,17,A,Urban,1
35773,10226,0.017,28115,156070,0,0,0,99.88,11,A,Urban,1
35774,106942,0.083,16800,195930,0,0,0,99.13,7,C,Rural,1
35775,2260,0.934,17167,397330,0,0,0,99.02,12,C,Urban,1
35776,68776,0.01,18630,232590,0,0,0,99.02,12,C,Urban,1
35777,52499,0.442,18264,135130,0,0,0,99.1,8,A,Urban,0
35778,63782,0,20813,170920,0,0,0,98,19,B,Urban,1
35779,112882,0.005,17530,120080,0,0,0,,11,B,Rural,1
35780,15040,0.226,25199,49310,0,0,0,98.98,9,B,Urban,1
35781,38467,0.747,20450,138010,3,0,0,98.98,6,B,Urban,1
35782,77644,0.254,20083,302310,0,0,0,98.58,13,B,Rural,1
35783,48862,0.15,13878,169190,0,0,0,99.12,15,B,Rural,1
35784,101403,0.682,16796,135140,0,0,0,99.1,12,A,Urban,1
35785,4581,0.004,31402,315150,0,0,0,99.88,14,A,Urban,1
35786,62912,0.022,20453,234060,0,0,0,99.07,11,B,Rural,1
35787,37696,0.078,13512,258150,0,0,0,99.31,8,D,Urban,1
35788,97079,0.085,16434,110060,0,0,0,99.02,9,C,Rural,1
35789,69446,0.006,29576,72080,0,1,0,99.89,8,A,Urban,1
35790,112776,0.561,13153,268270,0,0,0,99.06,17,A,Urban,1
35791,97294,0.858,8771,62880,1,0,0,99.46,6,A,Urban,1
35792,55033,1,14975,189860,0,1,0,99.72,4,B,Rural,1
35793,97025,0.303,14975,423570,0,0,0,99.53,9,D,Rural,1
35794,45236,0.114,19353,320070,0,0,0,98.97,12,B,Urban,1
35795,26717,0.015,10598,112640,0,0,0,99.29,12,B,Rural,1
35796,6048,0.062,24834,104060,0,0,0,99.88,5,A,Rural,1
35797,35390,0.024,18622,150030,0,0,0,99.56,7,B,Urban,1
35798,9545,0.031,28119,70550,0,0,0,98.85,7,A,Urban,1
35799,80990,0.766,19360,122480,0,0,0,98.66,15,C,Rural,1
35800,108432,0.035,16069,258070,0,0,0,99.88,10,B,Urban,1
35801,80894,0,22640,161340,0,0,0,98.94,9,B,Rural,1
35802,26877,0.924,25558,170500,0,0,0,98.75,10,A,Rural,1
35803,64583,0.588,14609,139830,2,0,0,98.97,7,D,Rural,1
35804,57024,0.057,23010,569860,1,0,0,99.38,19,A,Rural,1
35805,113546,0.254,11322,135100,0,0,0,98.71,13,B,Urban,1
35806,60300,0.735,21184,144140,0,0,0,99.34,8,A,Urban,1
35807,27463,0.092,15706,218030,0,0,0,99.83,11,A,Rural,1
35808,29596,0,17165,329090,0,0,0,98.98,7,B,Urban,1
35809,90151,0,21177,35060,0,0,0,,14,A,Rural,1
35810,41225,0.026,26658,162560,0,0,0,99.23,16,A,Urban,1
35811,93163,0,18985,150050,0,0,0,98.81,7,A,Urban,1
35812,64634,0,14241,175070,0,0,0,99.26,9,A,Urban,1
35813,54769,0.191,15700,187550,0,0,0,99.09,8,B,Urban,1
35814,93965,1,20814,150090,0,0,0,,2,A,Urban,1
35815,35451,0.153,17164,42510,0,0,0,93.97,17,B,Rural,1
35816,32291,0.181,23010,176190,0,0,0,99.14,12,A,Urban,1
35817,62032,0.059,27750,123030,0,0,0,99.52,9,A,Urban,1
35818,57084,0.324,24098,102620,0,0,0,99.7,8,A,Urban,1
35819,50478,0.885,20088,136830,2,3,2,97.37,14,A,Urban,1
35820,103118,0.111,24095,183730,0,0,0,99.59,10,A,Urban,1
35821,53324,0.092,12057,123240,0,0,0,99.66,6,A,Urban,1
35822,98377,0.17,18623,390100,0,0,0,98.97,25,A,Rural,1
35823,61649,0.052,16073,216290,0,0,0,99.76,14,C,Urban,1
35824,68683,0.012,13520,270130,0,0,0,99.15,12,C,Urban,1
35825,110625,0.073,20088,222060,0,0,0,99.89,11,A,Urban,1
35826,89631,0.007,24463,325140,0,0,0,99.14,16,B,Urban,1
35827,27141,0.203,23002,332550,0,0,0,98.89,19,B,Urban,1
35828,92268,0.039,22273,291520,0,0,0,99.25,7,A,Rural,1
35829,20590,0.024,20080,345080,0,0,0,99.39,15,B,Rural,1
35830,93731,0.191,19355,127340,0,0,0,98.22,14,A,Urban,0
35831,107838,0.258,24826,247390,0,0,0,99.29,13,A,Rural,1
35832,56356,0.241,20818,297040,0,0,0,99.15,17,A,Urban,1
35833,111651,0.132,14978,474070,0,0,0,99.64,7,C,Urban,1
35834,89283,0.157,25924,92540,0,0,0,98.89,10,A,Urban,0
35835,80996,0.01,19715,600030,1,0,0,99.31,21,D,Urban,1
35836,107203,0.126,18987,285130,0,0,0,99.48,6,C,Urban,1
35837,64259,0.291,21176,122170,0,0,0,98.38,11,A,Rural,1
35838,70632,0.015,24096,291140,0,0,0,99.89,9,A,Urban,1
35839,83672,0.757,17535,131100,0,0,0,97.46,11,B,Urban,1
35840,42343,0.106,18263,177360,1,0,0,99.23,14,A,Urban,1
35841,16719,0.904,15339,68510,0,0,0,99.56,5,D,Urban,0
35842,14817,0.416,13153,215030,0,0,0,99.82,5,B,Rural,1
35843,13126,0.196,21543,154860,1,0,0,98.86,14,C,Rural,1
35844,60095,0.155,15705,162820,0,0,0,98.4,9,A,Rural,1
35845,28239,0.582,15336,100080,0,0,0,98.11,6,A,Urban,1
35846,19212,0.257,15708,167520,0,0,0,98.78,18,A,Urban,1
35847,44718,1,10591,150150,0,0,0,99.62,2,A,Rural,1
35848,2546,0.024,18987,390050,0,0,0,99.89,12,A,Urban,1
35849,55579,0,24104,159080,0,0,0,99.5,12,A,Urban,1
35850,56851,0.954,16435,177710,0,0,0,98.9,13,D,Rural,1
35851,104876,0.005,23739,189030,0,0,0,,11,A,Urban,1
35852,46697,0.52,16068,284520,2,0,0,99.25,17,C,Urban,1
35853,113327,0.75,15705,60070,1,0,0,96.58,12,B,Urban,1
35854,32084,0.615,10226,162100,0,0,0,99.73,4,D,Rural,1
35855,7981,0.466,27018,450050,0,0,0,99.14,25,A,Urban,1
35856,57450,0.039,27751,282290,0,0,0,99.44,5,A,Urban,1
35857,62051,0.034,29210,240060,0,0,0,99.27,13,B,Rural,1
35858,81414,0.195,27753,76100,0,0,0,,8,A,Urban,1
35859,63226,0.205,13146,134460,0,0,0,99.66,13,A,Urban,1
35860,93820,0,17900,144150,0,0,0,99.83,10,A,Urban,1
35861,55988,0.067,21912,288040,0,0,0,98.94,15,B,Urban,1
35862,12906,0.066,20449,340380,0,0,0,99.19,11,A,Rural,1
35863,69616,0,25922,182570,0,0,0,99.86,10,A,Urban,1
35864,33258,0.956,25194,100020,1,0,1,98.53,10,A,Rural,1
35865,111667,0.067,20810,615180,0,0,0,99.03,13,B,Urban,1
35866,29165,0.189,16067,137580,0,0,0,99.81,4,A,Urban,1
35867,103132,0.098,12419,250060,0,0,0,99.36,10,A,Urban,1
35868,11644,0.702,23368,183030,0,0,0,99.04,13,B,Rural,1
35869,16309,0.153,16434,200060,0,0,0,98.81,9,C,Rural,1
35870,29550,0.876,18262,130070,0,0,0,98.88,10,D,Rural,1
35871,99751,0.224,14243,225030,0,0,0,99.3,10,A,Urban,1
35872,55205,0.642,25558,75100,0,0,0,97.77,13,A,Urban,1
35873,81033,0.14,18988,169090,1,0,0,98.76,18,A,Rural,1
35874,77163,0.01,26652,232530,0,0,0,99.65,9,A,Urban,1
35875,101382,0.106,29579,102640,0,0,0,99.56,13,A,Rural,1
35876,58979,0.837,14244,61600,0,0,0,98.96,5,D,Rural,1
35877,94511,0.002,21180,262590,0,0,0,99.41,14,A,Urban,1
35878,16276,0.022,24095,132550,0,0,0,99.13,14,A,Rural,1
35879,56205,0.02,24462,124630,0,0,0,98.43,8,A,Urban,1
35880,45810,0.039,16437,270140,0,0,0,99.89,6,B,Urban,1
35881,33336,0,17530,374020,0,0,0,98.49,15,A,Urban,1
35882,66018,0.611,8040,24030,0,0,0,99.1,6,A,Urban,1
35883,65746,0.014,28850,150100,0,0,0,99.88,9,A,Urban,1
35884,78882,0.782,17531,352530,0,0,0,99.3,11,D,Rural,1
35885,43108,0.022,30302,101520,0,0,0,99.89,6,A,Urban,1
35886,3789,0.17,19725,413670,2,1,0,97.61,29,B,Urban,1
35887,9896,0.656,17891,210090,0,0,1,99.47,7,D,Urban,1
35888,58373,0.49,21914,114110,2,0,0,98.59,9,B,Rural,1
35889,109297,0.009,27387,55250,0,0,0,99.89,7,A,Urban,1
35890,522,0.023,24833,176420,0,0,0,99.89,8,A,Rural,1
35891,107571,0.496,14248,132520,0,0,0,96.64,23,C,Urban,1
35892,97554,0.998,16431,150100,0,0,0,99.44,11,C,Urban,1
35893,45767,1,11694,63960,1,0,1,99.63,4,A,Rural,0
35894,45307,0.047,33222,233670,0,0,0,99.79,11,A,Urban,1
35895,14497,0.9,17161,222130,0,0,0,99.59,8,C,Urban,1
35896,91286,0.101,15709,145140,1,0,0,98.95,11,A,Urban,1
35897,6939,0.098,11688,381070,1,0,1,99.27,14,B,Urban,1
35898,48333,0.869,9865,84140,0,0,0,98.87,8,A,Urban,1
35899,111038,0.007,25193,310380,0,0,0,99.21,16,B,Rural,1
35900,68336,0.847,13511,137620,1,0,0,99.67,10,A,Rural,1
35901,57355,0.109,17891,142580,0,0,0,98.82,13,D,Urban,1
35902,44121,0,17169,300050,0,0,0,99.38,7,C,Rural,1
35903,97618,1,21184,140880,1,2,3,98.78,8,A,Urban,0
35904,2665,0.089,29577,132130,0,0,0,99.75,13,B,Urban,1
35905,107734,0.034,24460,662570,0,0,0,99.34,23,A,Urban,1
35906,58577,0.01,15700,360110,0,0,0,99.43,10,B,Urban,1
35907,41160,0.246,16072,150070,2,0,0,99.09,21,A,Urban,1
35908,2004,0.545,21906,300090,0,0,0,99,14,A,Rural,1
35909,36031,0.004,14978,325080,0,0,0,99.51,8,D,Rural,1
35910,38412,0.025,20813,145120,0,0,0,98.54,18,A,Rural,1
35911,44712,0.086,21543,198070,0,0,0,99.04,16,D,Rural,1
35912,5017,0.316,18262,161180,0,0,0,99.08,12,A,Urban,1
35913,91993,0.021,29212,315130,2,0,0,99.87,44,A,Rural,1
35914,109051,0.052,24104,360100,0,0,0,99.59,13,A,Urban,1
35915,83897,0.489,9870,175050,0,0,0,99.15,11,C,Urban,1
35916,75926,0.248,19719,303120,0,0,0,99.28,8,A,Urban,1
35917,21894,0.038,27384,147080,0,0,0,98.99,25,B,Urban,1
35918,36781,0.019,20816,396140,0,0,0,99.09,17,C,Rural,1
35919,62355,0.434,21550,81110,0,0,0,98.73,8,A,Rural,1
35920,108047,0.688,20817,180130,0,0,0,99.33,12,B,Urban,1
35921,57886,0.091,16800,137240,0,0,0,98.42,19,A,Rural,1
35922,27896,0.022,21914,175960,0,0,0,99.71,9,A,Rural,1
35923,84417,0.044,24469,285060,1,0,0,99.54,9,A,Urban,1
35924,42835,0.002,21547,324050,0,0,0,99.05,9,A,Urban,1
35925,7064,1,11687,70550,0,0,0,99.85,2,A,Urban,0
35926,67608,0.217,18993,95920,0,0,0,98.77,15,B,Rural,1
35927,105177,0.364,24834,684140,0,0,0,99.14,23,B,Rural,1
35928,48998,0.14,13512,105060,0,0,0,98.02,5,B,Rural,1
35929,28988,0.316,18985,48510,0,0,0,96.34,13,C,Urban,1
35930,88425,0.019,22638,60150,0,0,0,99.86,5,A,Urban,1
35931,64260,1,13512,99800,0,3,3,99.25,7,C,Urban,1
35932,9254,0.018,18626,54050,0,0,0,99.88,4,B,Urban,1
35933,33875,0,16071,105050,0,0,0,98.9,6,C,Urban,1
35934,2145,0.176,21548,90810,0,0,0,99.81,8,A,Urban,1
35935,56849,0.033,23368,165030,0,0,0,99.43,29,A,Rural,1
35936,80779,0.48,16797,240130,0,0,0,98.34,25,C,Urban,1
35937,35787,0.016,14615,93880,0,0,0,97.58,12,A,Urban,1
35938,109526,0.043,22638,750140,0,0,0,99,28,A,Urban,1
35939,43424,0.121,22642,281320,0,0,0,99.46,7,A,Urban,1
35940,4715,0.26,13885,143710,0,0,0,99.39,13,D,Urban,1
35941,101551,0.011,27747,210080,0,0,0,99.44,19,B,Urban,1
35942,69239,0.015,23740,93040,0,0,0,99.89,14,A,Rural,1
35943,23501,0.004,29577,109470,0,0,0,,3,B,Urban,1
35944,61429,0.371,17163,186040,0,0,0,99.26,9,B,Urban,1
35945,25008,0.012,13516,93120,0,0,0,98.92,10,B,Rural,1
